,variable,value,Type,Mass,Cont
52,Power_Pick_3,0.0,Packed Product,2 Tomatoes,100%
53,Power_Pick_3,0.01,Packed Product,2 Tomatoes,100%
54,Power_Pick_3,0.0,Packed Product,2 Tomatoes,100%
55,Power_Pick_3,0.01,Packed Product,2 Tomatoes,100%
56,Power_Pick_3,0.01,Packed Product,2 Tomatoes,100%
57,Power_Pick_3,0.01,Packed Product,2 Tomatoes,100%
58,Power_Pick_3,0.0,Packed Product,2 Tomatoes,100%
59,Power_Pick_3,0.0,Packed Product,2 Tomatoes,100%
0,Power_Pick_1,0.0,Packed Product,6 Tomatoes,100%
1,Power_Pick_1,0.01,Packed Product,6 Tomatoes,100%
2,Power_Pick_1,0.01,Packed Product,6 Tomatoes,100%
3,Power_Pick_1,0.0,Packed Product,6 Tomatoes,100%
4,Power_Pick_1,0.02,Packed Product,6 Tomatoes,100%
5,Power_Pick_1,0.01,Packed Product,6 Tomatoes,100%
6,Power_Pick_1,0.01,Packed Product,6 Tomatoes,100%
7,Power_Pick_1,0.05,Packed Product,6 Tomatoes,100%
8,Power_Pick_1,0.02,Packed Product,6 Tomatoes,100%
9,Power_Pick_1,0.03,Packed Product,6 Tomatoes,100%
10,Power_Pick_1,0.0,Packed Product,6 Tomatoes,100%
11,Power_Pick_1,0.03,Packed Product,6 Tomatoes,100%
12,Power_Pick_1,0.03,Packed Product,6 Tomatoes,100%
13,Power_Pick_1,0.02,Packed Product,6 Tomatoes,100%
14,Power_Pick_1,0.01,Packed Product,6 Tomatoes,100%
15,Power_Pick_1,0.03,Packed Product,6 Tomatoes,100%
16,Power_Pick_1,0.02,Packed Product,6 Tomatoes,100%
17,Power_Pick_1,0.0,Packed Product,6 Tomatoes,100%
18,Power_Pick_1,0.0,Packed Product,6 Tomatoes,100%
19,Power_Pick_1,0.03,Packed Product,6 Tomatoes,100%
20,Power_Pick_2,0.02,Packed Product,6 Tomatoes,100%
21,Power_Pick_2,0.01,Packed Product,6 Tomatoes,100%
22,Power_Pick_2,0.01,Packed Product,6 Tomatoes,100%
23,Power_Pick_2,0.0,Packed Product,6 Tomatoes,100%
24,Power_Pick_2,0.01,Packed Product,6 Tomatoes,100%
25,Power_Pick_2,0.04,Packed Product,6 Tomatoes,100%
26,Power_Pick_2,0.04,Packed Product,6 Tomatoes,100%
27,Power_Pick_2,0.04,Packed Product,6 Tomatoes,100%
28,Power_Pick_2,0.03,Packed Product,6 Tomatoes,100%
29,Power_Pick_2,0.03,Packed Product,6 Tomatoes,100%
30,Power_Pick_2,0.01,Packed Product,6 Tomatoes,100%
31,Power_Pick_2,0.0,Packed Product,6 Tomatoes,100%
32,Power_Pick_2,0.0,Packed Product,6 Tomatoes,100%
33,Power_Pick_2,0.01,Packed Product,6 Tomatoes,100%
34,Power_Pick_2,0.04,Packed Product,6 Tomatoes,100%
35,Power_Pick_2,0.01,Packed Product,6 Tomatoes,100%
36,Power_Pick_2,0.02,Packed Product,6 Tomatoes,100%
37,Power_Pick_2,0.01,Packed Product,6 Tomatoes,100%
38,Power_Pick_2,0.01,Packed Product,6 Tomatoes,100%
39,Power_Pick_2,0.01,Packed Product,6 Tomatoes,100%
40,Power_Pick_3,0.02,Packed Product,6 Tomatoes,100%
41,Power_Pick_3,0.02,Packed Product,6 Tomatoes,100%
42,Power_Pick_3,0.0,Packed Product,6 Tomatoes,100%
43,Power_Pick_3,0.03,Packed Product,6 Tomatoes,100%
44,Power_Pick_3,0.01,Packed Product,6 Tomatoes,100%
45,Power_Pick_3,0.01,Packed Product,6 Tomatoes,100%
46,Power_Pick_3,0.04,Packed Product,6 Tomatoes,100%
47,Power_Pick_3,0.0,Packed Product,6 Tomatoes,100%
48,Power_Pick_3,0.0,Packed Product,6 Tomatoes,100%
49,Power_Pick_3,0.03,Packed Product,6 Tomatoes,100%
50,Power_Pick_3,0.0,Packed Product,6 Tomatoes,100%
51,Power_Pick_3,0.02,Packed Product,6 Tomatoes,100%
52,Power_Pick_3,0.01,Packed Product,6 Tomatoes,100%
53,Power_Pick_3,0.03,Packed Product,6 Tomatoes,100%
54,Power_Pick_3,0.0,Packed Product,6 Tomatoes,100%
55,Power_Pick_3,0.02,Packed Product,6 Tomatoes,100%
56,Power_Pick_3,0.0,Packed Product,6 Tomatoes,100%
57,Power_Pick_3,0.01,Packed Product,6 Tomatoes,100%
58,Power_Pick_3,0.04,Packed Product,6 Tomatoes,100%
59,Power_Pick_3,0.01,Packed Product,6 Tomatoes,100%
0,Power_Pick_1,0.05,Packed Product,20 Tomatoes,100%
1,Power_Pick_1,0.03,Packed Product,20 Tomatoes,100%
2,Power_Pick_1,0.06,Packed Product,20 Tomatoes,100%
3,Power_Pick_1,0.02,Packed Product,20 Tomatoes,100%
4,Power_Pick_1,0.02,Packed Product,20 Tomatoes,100%
5,Power_Pick_1,0.03,Packed Product,20 Tomatoes,100%
6,Power_Pick_1,0.03,Packed Product,20 Tomatoes,100%
7,Power_Pick_1,0.08,Packed Product,20 Tomatoes,100%
8,Power_Pick_1,0.02,Packed Product,20 Tomatoes,100%
9,Power_Pick_1,0.07,Packed Product,20 Tomatoes,100%
10,Power_Pick_1,0.09,Packed Product,20 Tomatoes,100%
11,Power_Pick_1,0.05,Packed Product,20 Tomatoes,100%
12,Power_Pick_1,0.03,Packed Product,20 Tomatoes,100%
13,Power_Pick_1,0.05,Packed Product,20 Tomatoes,100%
14,Power_Pick_1,0.03,Packed Product,20 Tomatoes,100%
15,Power_Pick_1,0.07,Packed Product,20 Tomatoes,100%
16,Power_Pick_1,0.04,Packed Product,20 Tomatoes,100%
17,Power_Pick_1,0.09,Packed Product,20 Tomatoes,100%
18,Power_Pick_1,0.05,Packed Product,20 Tomatoes,100%
19,Power_Pick_1,0.05,Packed Product,20 Tomatoes,100%
20,Power_Pick_2,0.04,Packed Product,20 Tomatoes,100%
21,Power_Pick_2,0.04,Packed Product,20 Tomatoes,100%
22,Power_Pick_2,0.01,Packed Product,20 Tomatoes,100%
23,Power_Pick_2,0.05,Packed Product,20 Tomatoes,100%
24,Power_Pick_2,0.03,Packed Product,20 Tomatoes,100%
25,Power_Pick_2,0.05,Packed Product,20 Tomatoes,100%
26,Power_Pick_2,0.06,Packed Product,20 Tomatoes,100%
27,Power_Pick_2,0.03,Packed Product,20 Tomatoes,100%
28,Power_Pick_2,0.06,Packed Product,20 Tomatoes,100%
29,Power_Pick_2,0.01,Packed Product,20 Tomatoes,100%
30,Power_Pick_2,0.03,Packed Product,20 Tomatoes,100%
31,Power_Pick_2,0.03,Packed Product,20 Tomatoes,100%
32,Power_Pick_2,0.05,Packed Product,20 Tomatoes,100%
33,Power_Pick_2,0.01,Packed Product,20 Tomatoes,100%
34,Power_Pick_2,0.05,Packed Product,20 Tomatoes,100%
35,Power_Pick_2,0.04,Packed Product,20 Tomatoes,100%
36,Power_Pick_2,0.02,Packed Product,20 Tomatoes,100%
37,Power_Pick_2,0.07,Packed Product,20 Tomatoes,100%
38,Power_Pick_2,0.04,Packed Product,20 Tomatoes,100%
39,Power_Pick_2,0.06,Packed Product,20 Tomatoes,100%
40,Power_Pick_3,0.06,Packed Product,20 Tomatoes,100%
41,Power_Pick_3,0.05,Packed Product,20 Tomatoes,100%
42,Power_Pick_3,0.08,Packed Product,20 Tomatoes,100%
43,Power_Pick_3,0.05,Packed Product,20 Tomatoes,100%
44,Power_Pick_3,0.06,Packed Product,20 Tomatoes,100%
45,Power_Pick_3,0.04,Packed Product,20 Tomatoes,100%
46,Power_Pick_3,0.07,Packed Product,20 Tomatoes,100%
47,Power_Pick_3,0.02,Packed Product,20 Tomatoes,100%
48,Power_Pick_3,0.01,Packed Product,20 Tomatoes,100%
49,Power_Pick_3,0.05,Packed Product,20 Tomatoes,100%
50,Power_Pick_3,0.05,Packed Product,20 Tomatoes,100%
51,Power_Pick_3,0.04,Packed Product,20 Tomatoes,100%
52,Power_Pick_3,0.06,Packed Product,20 Tomatoes,100%
53,Power_Pick_3,0.07,Packed Product,20 Tomatoes,100%
54,Power_Pick_3,0.03,Packed Product,20 Tomatoes,100%
55,Power_Pick_3,0.06,Packed Product,20 Tomatoes,100%
56,Power_Pick_3,0.03,Packed Product,20 Tomatoes,100%
57,Power_Pick_3,0.02,Packed Product,20 Tomatoes,100%
58,Power_Pick_3,0.05,Packed Product,20 Tomatoes,100%
59,Power_Pick_3,0.07,Packed Product,20 Tomatoes,100%
0,Power_Pick_1,0.11,Packed Product,60 Tomatoes,100%
1,Power_Pick_1,0.11,Packed Product,60 Tomatoes,100%
2,Power_Pick_1,0.14,Packed Product,60 Tomatoes,100%
3,Power_Pick_1,0.13,Packed Product,60 Tomatoes,100%
4,Power_Pick_1,0.1,Packed Product,60 Tomatoes,100%
5,Power_Pick_1,0.14,Packed Product,60 Tomatoes,100%
6,Power_Pick_1,0.06,Packed Product,60 Tomatoes,100%
7,Power_Pick_1,0.12,Packed Product,60 Tomatoes,100%
8,Power_Pick_1,0.08,Packed Product,60 Tomatoes,100%
9,Power_Pick_1,0.14,Packed Product,60 Tomatoes,100%
10,Power_Pick_1,0.09,Packed Product,60 Tomatoes,100%
11,Power_Pick_1,0.1,Packed Product,60 Tomatoes,100%
12,Power_Pick_1,0.04,Packed Product,60 Tomatoes,100%
13,Power_Pick_1,0.09,Packed Product,60 Tomatoes,100%
14,Power_Pick_1,0.08,Packed Product,60 Tomatoes,100%
15,Power_Pick_1,0.12,Packed Product,60 Tomatoes,100%
16,Power_Pick_1,0.09,Packed Product,60 Tomatoes,100%
17,Power_Pick_1,0.17,Packed Product,60 Tomatoes,100%
18,Power_Pick_1,0.17,Packed Product,60 Tomatoes,100%
19,Power_Pick_1,0.13,Packed Product,60 Tomatoes,100%
20,Power_Pick_2,0.12,Packed Product,60 Tomatoes,100%
21,Power_Pick_2,0.07,Packed Product,60 Tomatoes,100%
22,Power_Pick_2,0.09,Packed Product,60 Tomatoes,100%
23,Power_Pick_2,0.13,Packed Product,60 Tomatoes,100%
24,Power_Pick_2,0.1,Packed Product,60 Tomatoes,100%
25,Power_Pick_2,0.13,Packed Product,60 Tomatoes,100%
26,Power_Pick_2,0.13,Packed Product,60 Tomatoes,100%
27,Power_Pick_2,0.13,Packed Product,60 Tomatoes,100%
28,Power_Pick_2,0.1,Packed Product,60 Tomatoes,100%
29,Power_Pick_2,0.08,Packed Product,60 Tomatoes,100%
30,Power_Pick_2,0.13,Packed Product,60 Tomatoes,100%
31,Power_Pick_2,0.08,Packed Product,60 Tomatoes,100%
32,Power_Pick_2,0.08,Packed Product,60 Tomatoes,100%
33,Power_Pick_2,0.13,Packed Product,60 Tomatoes,100%
34,Power_Pick_2,0.1,Packed Product,60 Tomatoes,100%
35,Power_Pick_2,0.13,Packed Product,60 Tomatoes,100%
36,Power_Pick_2,0.1,Packed Product,60 Tomatoes,100%
37,Power_Pick_2,0.09,Packed Product,60 Tomatoes,100%
38,Power_Pick_2,0.1,Packed Product,60 Tomatoes,100%
39,Power_Pick_2,0.08,Packed Product,60 Tomatoes,100%
40,Power_Pick_3,0.08,Packed Product,60 Tomatoes,100%
41,Power_Pick_3,0.12,Packed Product,60 Tomatoes,100%
42,Power_Pick_3,0.12,Packed Product,60 Tomatoes,100%
43,Power_Pick_3,0.11,Packed Product,60 Tomatoes,100%
44,Power_Pick_3,0.11,Packed Product,60 Tomatoes,100%
45,Power_Pick_3,0.04,Packed Product,60 Tomatoes,100%
46,Power_Pick_3,0.13,Packed Product,60 Tomatoes,100%
47,Power_Pick_3,0.09,Packed Product,60 Tomatoes,100%
48,Power_Pick_3,0.12,Packed Product,60 Tomatoes,100%
49,Power_Pick_3,0.14,Packed Product,60 Tomatoes,100%
50,Power_Pick_3,0.1,Packed Product,60 Tomatoes,100%
51,Power_Pick_3,0.11,Packed Product,60 Tomatoes,100%
52,Power_Pick_3,0.09,Packed Product,60 Tomatoes,100%
53,Power_Pick_3,0.13,Packed Product,60 Tomatoes,100%
54,Power_Pick_3,0.14,Packed Product,60 Tomatoes,100%
55,Power_Pick_3,0.11,Packed Product,60 Tomatoes,100%
56,Power_Pick_3,0.1,Packed Product,60 Tomatoes,100%
57,Power_Pick_3,0.05,Packed Product,60 Tomatoes,100%
58,Power_Pick_3,0.11,Packed Product,60 Tomatoes,100%
59,Power_Pick_3,0.07,Packed Product,60 Tomatoes,100%
0,Power_Pick_1,0.01,Packed Product,20 Tomato Mash,100%
1,Power_Pick_1,0.0,Packed Product,20 Tomato Mash,100%
2,Power_Pick_1,0.01,Packed Product,20 Tomato Mash,100%
3,Power_Pick_1,0.0,Packed Product,20 Tomato Mash,100%
4,Power_Pick_1,0.01,Packed Product,20 Tomato Mash,100%
5,Power_Pick_1,0.01,Packed Product,20 Tomato Mash,100%
6,Power_Pick_1,0.0,Packed Product,20 Tomato Mash,100%
7,Power_Pick_1,0.01,Packed Product,20 Tomato Mash,100%
8,Power_Pick_1,0.0,Packed Product,20 Tomato Mash,100%
9,Power_Pick_1,0.02,Packed Product,20 Tomato Mash,100%
10,Power_Pick_1,0.0,Packed Product,20 Tomato Mash,100%
11,Power_Pick_1,0.01,Packed Product,20 Tomato Mash,100%
12,Power_Pick_1,0.0,Packed Product,20 Tomato Mash,100%
13,Power_Pick_1,0.01,Packed Product,20 Tomato Mash,100%
14,Power_Pick_1,0.0,Packed Product,20 Tomato Mash,100%
15,Power_Pick_1,0.01,Packed Product,20 Tomato Mash,100%
16,Power_Pick_1,0.0,Packed Product,20 Tomato Mash,100%
17,Power_Pick_1,0.02,Packed Product,20 Tomato Mash,100%
18,Power_Pick_1,0.0,Packed Product,20 Tomato Mash,100%
19,Power_Pick_1,0.0,Packed Product,20 Tomato Mash,100%
20,Power_Pick_2,0.03,Packed Product,20 Tomato Mash,100%
21,Power_Pick_2,0.02,Packed Product,20 Tomato Mash,100%
22,Power_Pick_2,0.0,Packed Product,20 Tomato Mash,100%
23,Power_Pick_2,0.0,Packed Product,20 Tomato Mash,100%
24,Power_Pick_2,0.01,Packed Product,20 Tomato Mash,100%
25,Power_Pick_2,0.0,Packed Product,20 Tomato Mash,100%
26,Power_Pick_2,0.01,Packed Product,20 Tomato Mash,100%
27,Power_Pick_2,0.01,Packed Product,20 Tomato Mash,100%
28,Power_Pick_2,0.02,Packed Product,20 Tomato Mash,100%
29,Power_Pick_2,0.0,Packed Product,20 Tomato Mash,100%
30,Power_Pick_2,0.0,Packed Product,20 Tomato Mash,100%
31,Power_Pick_2,0.02,Packed Product,20 Tomato Mash,100%
32,Power_Pick_2,0.01,Packed Product,20 Tomato Mash,100%
33,Power_Pick_2,0.02,Packed Product,20 Tomato Mash,100%
34,Power_Pick_2,0.01,Packed Product,20 Tomato Mash,100%
35,Power_Pick_2,0.01,Packed Product,20 Tomato Mash,100%
36,Power_Pick_2,0.01,Packed Product,20 Tomato Mash,100%
37,Power_Pick_2,0.02,Packed Product,20 Tomato Mash,100%
38,Power_Pick_2,0.0,Packed Product,20 Tomato Mash,100%
39,Power_Pick_2,0.01,Packed Product,20 Tomato Mash,100%
40,Power_Pick_3,0.0,Packed Product,20 Tomato Mash,100%
41,Power_Pick_3,0.02,Packed Product,20 Tomato Mash,100%
42,Power_Pick_3,0.0,Packed Product,20 Tomato Mash,100%
43,Power_Pick_3,0.0,Packed Product,20 Tomato Mash,100%
44,Power_Pick_3,0.01,Packed Product,20 Tomato Mash,100%
45,Power_Pick_3,0.01,Packed Product,20 Tomato Mash,100%
46,Power_Pick_3,0.01,Packed Product,20 Tomato Mash,100%
47,Power_Pick_3,0.0,Packed Product,20 Tomato Mash,100%
48,Power_Pick_3,0.01,Packed Product,20 Tomato Mash,100%
49,Power_Pick_3,0.01,Packed Product,20 Tomato Mash,100%
50,Power_Pick_3,0.02,Packed Product,20 Tomato Mash,100%
51,Power_Pick_3,0.0,Packed Product,20 Tomato Mash,100%
52,Power_Pick_3,0.01,Packed Product,20 Tomato Mash,100%
53,Power_Pick_3,0.0,Packed Product,20 Tomato Mash,100%
54,Power_Pick_3,0.01,Packed Product,20 Tomato Mash,100%
55,Power_Pick_3,0.0,Packed Product,20 Tomato Mash,100%
56,Power_Pick_3,0.0,Packed Product,20 Tomato Mash,100%
57,Power_Pick_3,0.01,Packed Product,20 Tomato Mash,100%
58,Power_Pick_3,0.01,Packed Product,20 Tomato Mash,100%
59,Power_Pick_3,0.01,Packed Product,20 Tomato Mash,100%
0,Power_Pick_1,0.02,Packed Product,60 Tomato Mash,100%
1,Power_Pick_1,0.01,Packed Product,60 Tomato Mash,100%
2,Power_Pick_1,0.03,Packed Product,60 Tomato Mash,100%
3,Power_Pick_1,0.01,Packed Product,60 Tomato Mash,100%
4,Power_Pick_1,0.01,Packed Product,60 Tomato Mash,100%
5,Power_Pick_1,0.01,Packed Product,60 Tomato Mash,100%
6,Power_Pick_1,0.02,Packed Product,60 Tomato Mash,100%
7,Power_Pick_1,0.03,Packed Product,60 Tomato Mash,100%
8,Power_Pick_1,0.01,Packed Product,60 Tomato Mash,100%
9,Power_Pick_1,0.07,Packed Product,60 Tomato Mash,100%
10,Power_Pick_2,0.02,Packed Product,60 Tomato Mash,100%
11,Power_Pick_2,0.03,Packed Product,60 Tomato Mash,100%
12,Power_Pick_2,0.03,Packed Product,60 Tomato Mash,100%
13,Power_Pick_2,0.03,Packed Product,60 Tomato Mash,100%
14,Power_Pick_2,0.02,Packed Product,60 Tomato Mash,100%
15,Power_Pick_2,0.02,Packed Product,60 Tomato Mash,100%
16,Power_Pick_2,0.03,Packed Product,60 Tomato Mash,100%
17,Power_Pick_2,0.04,Packed Product,60 Tomato Mash,100%
18,Power_Pick_2,0.04,Packed Product,60 Tomato Mash,100%
19,Power_Pick_2,0.05,Packed Product,60 Tomato Mash,100%
20,Power_Pick_3,0.03,Packed Product,60 Tomato Mash,100%
21,Power_Pick_3,0.01,Packed Product,60 Tomato Mash,100%
22,Power_Pick_3,0.04,Packed Product,60 Tomato Mash,100%
23,Power_Pick_3,0.02,Packed Product,60 Tomato Mash,100%
24,Power_Pick_3,0.02,Packed Product,60 Tomato Mash,100%
25,Power_Pick_3,0.02,Packed Product,60 Tomato Mash,100%
26,Power_Pick_3,0.01,Packed Product,60 Tomato Mash,100%
27,Power_Pick_3,0.0,Packed Product,60 Tomato Mash,100%
28,Power_Pick_3,0.01,Packed Product,60 Tomato Mash,100%
29,Power_Pick_3,0.02,Packed Product,60 Tomato Mash,100%
0,Power_Pick_1,0.01,Preharvest,2 Tomatoes,10%
1,Power_Pick_1,0.02,Preharvest,2 Tomatoes,10%
2,Power_Pick_1,0.04,Preharvest,2 Tomatoes,10%
3,Power_Pick_1,0.02,Preharvest,2 Tomatoes,10%
4,Power_Pick_1,0.04,Preharvest,2 Tomatoes,10%
5,Power_Pick_1,0.03,Preharvest,2 Tomatoes,10%
6,Power_Pick_1,0.03,Preharvest,2 Tomatoes,10%
7,Power_Pick_1,0.01,Preharvest,2 Tomatoes,10%
8,Power_Pick_1,0.0,Preharvest,2 Tomatoes,10%
9,Power_Pick_1,0.02,Preharvest,2 Tomatoes,10%
10,Power_Pick_1,0.06,Preharvest,2 Tomatoes,10%
11,Power_Pick_1,0.03,Preharvest,2 Tomatoes,10%
12,Power_Pick_1,0.04,Preharvest,2 Tomatoes,10%
13,Power_Pick_1,0.07,Preharvest,2 Tomatoes,10%
14,Power_Pick_1,0.01,Preharvest,2 Tomatoes,10%
15,Power_Pick_1,0.02,Preharvest,2 Tomatoes,10%
16,Power_Pick_1,0.01,Preharvest,2 Tomatoes,10%
17,Power_Pick_1,0.03,Preharvest,2 Tomatoes,10%
18,Power_Pick_1,0.03,Preharvest,2 Tomatoes,10%
19,Power_Pick_1,0.01,Preharvest,2 Tomatoes,10%
20,Power_Pick_2,0.03,Preharvest,2 Tomatoes,10%
21,Power_Pick_2,0.06,Preharvest,2 Tomatoes,10%
22,Power_Pick_2,0.02,Preharvest,2 Tomatoes,10%
23,Power_Pick_2,0.03,Preharvest,2 Tomatoes,10%
24,Power_Pick_2,0.02,Preharvest,2 Tomatoes,10%
25,Power_Pick_2,0.03,Preharvest,2 Tomatoes,10%
26,Power_Pick_2,0.04,Preharvest,2 Tomatoes,10%
27,Power_Pick_2,0.05,Preharvest,2 Tomatoes,10%
28,Power_Pick_2,0.02,Preharvest,2 Tomatoes,10%
29,Power_Pick_2,0.04,Preharvest,2 Tomatoes,10%
30,Power_Pick_2,0.08,Preharvest,2 Tomatoes,10%
31,Power_Pick_2,0.04,Preharvest,2 Tomatoes,10%
32,Power_Pick_2,0.04,Preharvest,2 Tomatoes,10%
33,Power_Pick_2,0.03,Preharvest,2 Tomatoes,10%
34,Power_Pick_2,0.04,Preharvest,2 Tomatoes,10%
35,Power_Pick_2,0.02,Preharvest,2 Tomatoes,10%
36,Power_Pick_2,0.03,Preharvest,2 Tomatoes,10%
37,Power_Pick_2,0.05,Preharvest,2 Tomatoes,10%
38,Power_Pick_2,0.01,Preharvest,2 Tomatoes,10%
39,Power_Pick_2,0.06,Preharvest,2 Tomatoes,10%
40,Power_Pick_3,0.05,Preharvest,2 Tomatoes,10%
41,Power_Pick_3,0.04,Preharvest,2 Tomatoes,10%
42,Power_Pick_3,0.03,Preharvest,2 Tomatoes,10%
43,Power_Pick_3,0.04,Preharvest,2 Tomatoes,10%
44,Power_Pick_3,0.01,Preharvest,2 Tomatoes,10%
45,Power_Pick_3,0.02,Preharvest,2 Tomatoes,10%
46,Power_Pick_3,0.05,Preharvest,2 Tomatoes,10%
47,Power_Pick_3,0.03,Preharvest,2 Tomatoes,10%
48,Power_Pick_3,0.01,Preharvest,2 Tomatoes,10%
49,Power_Pick_3,0.07,Preharvest,2 Tomatoes,10%
50,Power_Pick_3,0.03,Preharvest,2 Tomatoes,10%
51,Power_Pick_3,0.02,Preharvest,2 Tomatoes,10%
52,Power_Pick_3,0.02,Preharvest,2 Tomatoes,10%
53,Power_Pick_3,0.03,Preharvest,2 Tomatoes,10%
54,Power_Pick_3,0.04,Preharvest,2 Tomatoes,10%
55,Power_Pick_3,0.04,Preharvest,2 Tomatoes,10%
56,Power_Pick_3,0.03,Preharvest,2 Tomatoes,10%
57,Power_Pick_3,0.02,Preharvest,2 Tomatoes,10%
58,Power_Pick_3,0.03,Preharvest,2 Tomatoes,10%
59,Power_Pick_3,0.02,Preharvest,2 Tomatoes,10%
0,Power_Pick_1,0.04,Preharvest,6 Tomatoes,10%
1,Power_Pick_1,0.08,Preharvest,6 Tomatoes,10%
2,Power_Pick_1,0.07,Preharvest,6 Tomatoes,10%
3,Power_Pick_1,0.05,Preharvest,6 Tomatoes,10%
4,Power_Pick_1,0.07,Preharvest,6 Tomatoes,10%
5,Power_Pick_1,0.13,Preharvest,6 Tomatoes,10%
6,Power_Pick_1,0.05,Preharvest,6 Tomatoes,10%
7,Power_Pick_1,0.05,Preharvest,6 Tomatoes,10%
8,Power_Pick_1,0.03,Preharvest,6 Tomatoes,10%
9,Power_Pick_1,0.08,Preharvest,6 Tomatoes,10%
10,Power_Pick_1,0.07,Preharvest,6 Tomatoes,10%
11,Power_Pick_1,0.06,Preharvest,6 Tomatoes,10%
12,Power_Pick_1,0.11,Preharvest,6 Tomatoes,10%
13,Power_Pick_1,0.11,Preharvest,6 Tomatoes,10%
14,Power_Pick_1,0.09,Preharvest,6 Tomatoes,10%
15,Power_Pick_1,0.08,Preharvest,6 Tomatoes,10%
16,Power_Pick_1,0.06,Preharvest,6 Tomatoes,10%
17,Power_Pick_1,0.08,Preharvest,6 Tomatoes,10%
18,Power_Pick_1,0.09,Preharvest,6 Tomatoes,10%
19,Power_Pick_1,0.04,Preharvest,6 Tomatoes,10%
20,Power_Pick_2,0.08,Preharvest,6 Tomatoes,10%
21,Power_Pick_2,0.09,Preharvest,6 Tomatoes,10%
22,Power_Pick_2,0.06,Preharvest,6 Tomatoes,10%
23,Power_Pick_2,0.08,Preharvest,6 Tomatoes,10%
24,Power_Pick_2,0.13,Preharvest,6 Tomatoes,10%
25,Power_Pick_2,0.05,Preharvest,6 Tomatoes,10%
26,Power_Pick_2,0.1,Preharvest,6 Tomatoes,10%
27,Power_Pick_2,0.09,Preharvest,6 Tomatoes,10%
28,Power_Pick_2,0.07,Preharvest,6 Tomatoes,10%
29,Power_Pick_2,0.09,Preharvest,6 Tomatoes,10%
30,Power_Pick_2,0.08,Preharvest,6 Tomatoes,10%
31,Power_Pick_2,0.08,Preharvest,6 Tomatoes,10%
32,Power_Pick_2,0.06,Preharvest,6 Tomatoes,10%
33,Power_Pick_2,0.08,Preharvest,6 Tomatoes,10%
34,Power_Pick_2,0.06,Preharvest,6 Tomatoes,10%
35,Power_Pick_2,0.11,Preharvest,6 Tomatoes,10%
36,Power_Pick_2,0.05,Preharvest,6 Tomatoes,10%
37,Power_Pick_2,0.13,Preharvest,6 Tomatoes,10%
38,Power_Pick_2,0.05,Preharvest,6 Tomatoes,10%
39,Power_Pick_2,0.16,Preharvest,6 Tomatoes,10%
40,Power_Pick_3,0.13,Preharvest,6 Tomatoes,10%
41,Power_Pick_3,0.03,Preharvest,6 Tomatoes,10%
42,Power_Pick_3,0.07,Preharvest,6 Tomatoes,10%
43,Power_Pick_3,0.07,Preharvest,6 Tomatoes,10%
44,Power_Pick_3,0.07,Preharvest,6 Tomatoes,10%
45,Power_Pick_3,0.08,Preharvest,6 Tomatoes,10%
46,Power_Pick_3,0.09,Preharvest,6 Tomatoes,10%
47,Power_Pick_3,0.05,Preharvest,6 Tomatoes,10%
48,Power_Pick_3,0.12,Preharvest,6 Tomatoes,10%
49,Power_Pick_3,0.05,Preharvest,6 Tomatoes,10%
50,Power_Pick_3,0.07,Preharvest,6 Tomatoes,10%
51,Power_Pick_3,0.05,Preharvest,6 Tomatoes,10%
52,Power_Pick_3,0.05,Preharvest,6 Tomatoes,10%
53,Power_Pick_3,0.06,Preharvest,6 Tomatoes,10%
54,Power_Pick_3,0.1,Preharvest,6 Tomatoes,10%
55,Power_Pick_3,0.1,Preharvest,6 Tomatoes,10%
56,Power_Pick_3,0.1,Preharvest,6 Tomatoes,10%
57,Power_Pick_3,0.07,Preharvest,6 Tomatoes,10%
58,Power_Pick_3,0.06,Preharvest,6 Tomatoes,10%
59,Power_Pick_3,0.05,Preharvest,6 Tomatoes,10%
0,Power_Pick_1,0.16,Preharvest,20 Tomatoes,10%
1,Power_Pick_1,0.14,Preharvest,20 Tomatoes,10%
2,Power_Pick_1,0.13,Preharvest,20 Tomatoes,10%
3,Power_Pick_1,0.16,Preharvest,20 Tomatoes,10%
4,Power_Pick_1,0.17,Preharvest,20 Tomatoes,10%
5,Power_Pick_1,0.21,Preharvest,20 Tomatoes,10%
6,Power_Pick_1,0.13,Preharvest,20 Tomatoes,10%
7,Power_Pick_1,0.12,Preharvest,20 Tomatoes,10%
8,Power_Pick_1,0.09,Preharvest,20 Tomatoes,10%
9,Power_Pick_1,0.16,Preharvest,20 Tomatoes,10%
10,Power_Pick_1,0.19,Preharvest,20 Tomatoes,10%
11,Power_Pick_1,0.15,Preharvest,20 Tomatoes,10%
12,Power_Pick_1,0.24,Preharvest,20 Tomatoes,10%
13,Power_Pick_1,0.23,Preharvest,20 Tomatoes,10%
14,Power_Pick_1,0.19,Preharvest,20 Tomatoes,10%
15,Power_Pick_1,0.12,Preharvest,20 Tomatoes,10%
16,Power_Pick_1,0.19,Preharvest,20 Tomatoes,10%
17,Power_Pick_1,0.19,Preharvest,20 Tomatoes,10%
18,Power_Pick_1,0.2,Preharvest,20 Tomatoes,10%
19,Power_Pick_1,0.13,Preharvest,20 Tomatoes,10%
20,Power_Pick_2,0.2,Preharvest,20 Tomatoes,10%
21,Power_Pick_2,0.15,Preharvest,20 Tomatoes,10%
22,Power_Pick_2,0.18,Preharvest,20 Tomatoes,10%
